iata,name,city,country_code
IWK,Iwakuni Kintaikyo Airport,Iwakuni,JP
OIM,Oshima Airport,Izu Oshima,JP
IZO,Izumo Enmusubi Airport,Izumo,JP
KOJ,Kagoshima Airport,Kagoshima,JP
KMQ,Komatsu Airport / JASDF Komatsu Air Base,Kanazawa,JP
KKX,Kikai Airport,Kikai,JP
ONJ,Odate Noshiro Airport,Kitaakita,JP
KTD,Kitadaito Airport,Kitadaitōjima,JP
KKJ,Kitakyushu Airport,Kitakyushu,JP
UKB,Kobe Airport,Kobe,JP
KMJ,Kumamoto Airport,Kumamoto,JP
UEO,Kumejima Airport,Kumejima,JP
KUH,Kushiro Airport,Kushiro,JP
FSZ,Mount Fuji Shizuoka Airport,Makinohara / Shimada,JP
IWJ,Iwami Airport,Masuda,JP
MMJ,Shinshu-Matsumoto Airport,Matsumoto,JP
MYJ,Matsuyama Airport,Matsuyama,JP
MMD,Minamidaito Airport,Minamidaito,JP
MSJ,Misawa Airport / Misawa Air Base,Misawa,JP
MYE,Miyakejima Airport,Miyakejima,JP
MMY,Miyako Airport,Miyakojima,JP
SHI,Shimojishima Airport,Miyakojima,JP
KMI,Miyazaki Airport,Miyazaki,JP
MBE,Monbetsu Airport,Monbetsu,JP
NGS,Nagasaki Airport,Nagasaki,JP
NKM,Nagoya Airport / JASDF Komaki Air Base,Nagoya,JP
OKA,Naha International Airport,Naha,JP
SHB,Nakashibetsu Airport,Nakashibetsu,JP
KCZ,Kochi Ryoma Airport,Nankoku,JP
NRT,Narita International Airport,Narita,JP
SDJ,Sendai Airport,Natori,JP
KIJ,Niigata Airport,Niigata,JP
OBO,Tokachi-Obihiro Airport,Obihiro,JP
OIT,Oita Airport,Oita,JP
OKJ,Okayama Momotaro Airport,Okayama,JP
OKI,Oki Global Geopark Airport,Okinoshima,JP
OIR,Okushiri Airport,Okushiri Island,JP
IBR,Ibaraki International Airport,Omitama,JP
KIX,Kansai International Airport,Osaka,JP
ITM,Osaka Itami International Airport,Osaka,JP
RIS,Rishiri Airport,Rishiri,JP
SDS,Sado Airport,Sado,JP
HSG,Kyushu Saga International Airport,Saga,JP
CTS,New Chitose Airport,Sapporo,JP
OKD,Sapporo Okadama Airport,Sapporo,JP
SHM,Nanki Shirahama Airport,Shirahama,JP
SYO,Shonai Airport,Shonai,JP
FKS,Fukushima Airport,Sukagawa,JP
TAK,Takamatsu Airport,Takamatsu,JP
TNE,New Tanegashima Airport,Tanegashima,JP
TRA,Tarama Airport,Tarama,JP
NGO,Chubu Centrair International Airport,Tokoname,JP
TKS,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,Tokushima,JP
HND,Tokyo Haneda International Airport,Tokyo,JP
TTJ,Tottori Sand Dunes Conan Airport,Tottori,JP
TOY,Toyama Kitokito Airport,Toyama,JP
TJH,Konotori Tajima Airport,Toyooka,JP
TSJ,Tsushima Airport,Tsushima,JP
UBJ,Yamaguchi Ube Airport,Ube,JP
OKE,Okinoerabu Airport,Wadomari,JP
NTQ,Noto Satoyama Airport,Wajima,JP
WKJ,Wakkanai Airport,Wakkanai,JP
KUM,Yakushima Airport,Yakushima,JP
YGJ,Yonago Kitaro Airport / JASDF Miho Air Base,Yonago,JP
OGN,Yonaguni Airport,Yonaguni,JP
RNJ,Yoron Airport,Yoron,JP
MMB,Memanbetsu Airport,Ōzora,JP
ASV,Amboseli Airport,Amboseli National Park,KE
EDL,Eldoret International Airport,Eldoret,KE
KIS,Kisumu International Airport,Kisumu,KE
LAU,Manda Airport,Lamu,KE
MYD,Malindi International Airport,Malindi,KE
MRE,Mara Serena Lodge Airstrip,Masai Mara,KE
JJM,Mulika Lodge Airport,Meru-Kinna,KE
MBA,Moi International Airport,Mombasa,KE
NBO,Jomo Kenyatta International Airport,Nairobi,KE
WIL,Nairobi Wilson Airport,Nairobi,KE
NYK,Nanyuki Airport,Nanyuki,KE
WJR,Wajir Airport,Wajir,KE
BSZ,Manas International Airport,Bishkek,KG
IKG,Karakol Airport,Karakol,KG
OSS,Osh International Airport,Osh,KG
IKU,Issyk-Kul International Airport,Tamchy,KG
BBM,Battambang Airport,Battambang,KH
KTI,Techo International Airport,Phnom Penh (Boeng Khyang),KH
KOS,Sihanouk International Airport,Preah Sihanouk,KH
SAI,Siem Reap-Angkor International Airport,Siem Reap,KH
AAK,Aranuka Airport,Buariki,KI
BBG,Butaritari Airport,Butaritari,KI
CXI,Cassidy International Airport,Kiritimati,KI
TRW,Bonriki International Airport,South Tarawa,KI
HAH,Prince Said Ibrahim International Airport,Moroni,KM
AJN,Ouani Airport,Ouani,KM
SKB,Robert L. Bradshaw International Airport,Basseterre,KN
NEV,Vance W. Amory International Airport,Charlestown,KN
RGO,Orang (Chongjin) Airport,Hoemun-ri,KP
FNJ,Pyongyang Sunan International Airport,Pyongyang,KP
DSO,Sondok Airport,Sŏndŏng-ni,KP
WOS,Wonsan Kalma International Airport,Wonsan,KP
PUS,Gimhae International Airport,Busan,KR
CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Cheongju,KR
TAE,Daegu International Airport,Daegu,KR
YNY,Yangyang International Airport,Gonghang-ro,KR
KUV,Gunsan Airport / Gunsan Air Base,Gunsan,KR
KWJ,Gwangju Airport,Gwangju,KR
CJU,Jeju International Airport,Jeju City,KR
MWX,Muan International Airport,Muan (Piseo-ri),KR
KPO,Pohang Airport (G-815/K-3),Pohang,KR
HIN,Sacheon Airport / Sacheon Air Base,Sacheon,KR
GMP,Gimpo International Airport,Seoul,KR
ICN,Incheon International Airport,Seoul,KR
USN,Ulsan Airport,Ulsan,KR
WJU,Wonju Airport / Hoengseong Air Base (K-38/K-46),Wonju,KR
RSU,Yeosu Airport,Yeosu,KR
KWI,Kuwait International Airport,Kuwait City,KW
GCM,Owen Roberts International Airport,George Town,KY
CYB,Charles Kirkconnell International Airport,West End,KY
SCO,Aktau International Airport,Aktau,KZ
AKX,Aktobe International Airport,Aktobe,KZ
ALA,Almaty International Airport,Almaty,KZ
NQZ,Nursultan Nazarbayev International Airport,Astana,KZ
GUW,Atyrau International Airport,Atyrau,KZ
BXY,Baikonur Krayniy International Airport,Baikonur,KZ
BXH,Balkhash Airport,Balkhash,KZ
KGF,Sary-Arka Airport,Karaganda,KZ
KOV,Kokshetau International Airport,Kokshetau,KZ
KSN,Kostanay International Airport,Kostanay,KZ
KZO,Korkyt Ata International Airport,Kyzylorda,KZ
PWQ,Pavlodar International Airport,Pavlodar,KZ
PPK,Petropavl International Airport,Petropavl,KZ
PLX,Semei International Airport,Semey,KZ
CIT,Shymkent International Airport,Shymkent,KZ
TDK,Taldykorgan Airport,Taldykorgan,KZ
DMB,Taraz International Airport,Taraz,KZ
HSA,Hazrat Sultan International Airport,Turkıstan,KZ
URA,Manshuk Mametova International Airport,Uralsk,KZ
UZR,Urzhar Airport,Urzhar,KZ
USJ,Usharal Airport,Usharal,KZ
UKK,Oskemen International Airport,Ust-Kamenogorsk (Oskemen),KZ
SZI,Zaysan Airport,Zaysan,KZ
DZN,Zhezkazgan National Airport,Zhezkazgan,KZ
LXG,Luang Namtha Airport,Luang Namtha,LA
LPQ,Luang Phabang International Airport,Luang Phabang,LA
ODY,Oudomsay Airport,Oudomsay,LA
PKZ,Pakse International Airport,Pakse,LA
BOR,Bokeo International Airport,Ton Phueng,LA
VTE,Wattay International Airport,Vientiane,LA
XKH,Xieng Khouang Airport,Xieng Khouang,LA
BEY,Beirut Rafic Hariri International Airport,Beirut,LB
SLU,George F. L. Charles Airport,Castries,LC
UVF,Hewanorra International Airport,Vieux Fort,LC
BTC,Batticaloa International Airport,Batticaloa,LK
BJT,Bentota River Waterdrome,Bentota,LK
CMB,Bandaranaike International Colombo Airport,Colombo,LK
RML,Colombo Ratmalana Airport,Colombo,LK
KCT,Koggala Airport,Galle,LK
HBT,Hambantota Seaplane Base,Hambantota,LK
JAF,Jaffna International Airport,Jaffna,LK
KDZ,Polgolla Reservoir Seaplane Base,Kandy,LK
HRI,Mattala Rajapaksa International Airport,Mattala,LK
DWO,Diyawanna Oya Seaplane Base,Sri Jayawardenepura Kotte,LK
TTW,Tissa Tank Waterdrome,Tissamaharama,LK
TRR,China Bay Airport,Trincomalee,LK
ROB,Roberts International Airport,Monrovia,LR
MLW,Spriggs Payne Airport,Monrovia,LR
MSU,Moshoeshoe I International Airport,Maseru(Mazenod),LS
KUN,Kaunas International Airport,Kaunas,LT
PLQ,Palanga International Airport,Palanga,LT
VNO,Vilnius International Airport,Vilnius,LT
LUX,Luxembourg-Findel International Airport,Luxembourg,LU
RIX,Riga International Airport,Riga,LV
TOB,Tobruk International Airport,Adam,LY
LAQ,Al Abraq International Airport,Al Albraq,LY
BEN,Benina International Airport,Benina,LY
GHT,Ghat Airport,Ghat,LY
AKF,Kufra Airport,Kufra,LY
MRA,Misrata International Airport,Misrata,LY
SEB,Sabha Airport,Sabha,LY
MJI,Mitiga International Airport,Tripoli,LY
AGA,Al Massira Airport,Agadir (Temsia),MA
OUD,Oujda Angads Airport,Ahl Angad,MA
NDR,Nador Al Aaroui International Airport,Al Aaroui,MA
CMN,Mohammed V International Airport,Casablanca,MA
ERH,Moulay Ali Cherif Airport,Errachidia,MA
ESU,Essaouira-Mogador Airport,Essaouira,MA
RAK,Marrakesh Menara Airport,Marrakesh,MA
OZZ,Ouarzazate International Airport,Ouarzazate,MA
BEM,Beni Mellal Airport,Oulad Yaich,MA
RBA,Rabat-Salé Airport,Rabat,MA
FEZ,Fes Saïss International Airport,Saïss,MA
TTA,Tan Tan Airport,Tan Tan,MA
TNG,Tangier Ibn Battuta Airport,Tangier,MA
TTU,Sania Ramel Airport,Tétouan,MA
OZG,Zagora Airport,Zagora,MA
MCM,Monaco Heliport,Fontvieille,MC
RMO,Chişinău International Airport,Chişinău,MD
TGD,Podgorica Airport / Podgorica Golubovci Airbase,Podgorica,ME
TIV,Tivat Airport,Tivat,ME
SFG,Grand Case-l'Espérance Airport,Grand Case,MF
TNR,Ivato International Airport,Antananarivo,MG
DIE,Arrachart Airport,Antisiranana,MG
BPY,Besalampy Airport,Besalampy,MG
MJN,Amborovy Airport,Mahajanga,MG
MNJ,Mananjary Airport,Mananjary,MG
WMN,Maroantsetra Airport,Maroantsetra,MG
MOQ,Morondava Airport,Morondava,MG
NOS,Nosy Be-Fascene International Airport,Nosy Be,MG
SVB,Sambava Airport,Sambava,MG
DWB,Soalala Airport,Soalala,MG
WTA,Tambohorano Airport,Tambohorano,MG
TMM,Toamasina Ambalamanasy Airport,Toamasina,MG
TLE,Toliara Airport,Toliara,MG
TTS,Tsaratanana Airport,Tsaratanana,MG
FTU,Tôlanaro Airport,Tôlanaro,MG
SMS,Sainte Marie Airport,Vohilava,MG
JEJ,Jeh Airport,Ailinglapalap Atoll,MH
AUL,Aur Island Airport,Aur Atoll,MH
EJT,Enejit Airport,Enejit Island,MH
ENT,Eniwetok Airport,Eniwetok Atoll,MH
UIT,Jaluit Airport,Jabor Jaluit Atoll,MH
KIO,Kili Airport,Kili Island,MH
KWA,Bucholz Army Air Field,Kwajalein,MH
LIK,Likiep Airport,Likiep Island,MH
MJE,Majkin Airport,Majkin,MH
MAJ,Marshall Islands International Airport,Majuro Atoll,MH
MIJ,Mili Island Airport,Mili Island,MH
RNP,Rongelap Island Airport,Rongelap Island,MH
UJE,Ujae Atoll Airport,Ujae Atoll,MH
UTK,Utirik Airport,Utirik Island,MH
WTO,Wotho Island Airport,Wotho Island,MH
WTE,Wotje Airport,Wotje,MH
SKP,Skopje International Airport,Ilinden,MK
OHD,Ohrid St. Paul the Apostle Airport,Ohrid,MK
BKO,Modibo Keita International Airport,Bamako,ML
GAQ,Gao International Airport,Gao,ML
KYS,Kayes Dag Dag Airport,Kayes,ML
MZI,Mopti Ambodédjo International Airport,Sévaré,ML
TOM,Tombouktou Airport,Timbuktu,ML
BMO,Banmaw Airport,Banmaw,MM
TVY,Dawei Airport,Dawei,MM
HEH,Heho Airport,Kalaw Township,MM
KHM,Kanti Airport,Kanti,MM
KAW,Kawthoung Airport,Kawthoung,MM
KET,Kengtung Airport,Kengtung,MM
KYP,Kyaukpyu Airport,Kyaukpyu,MM
LSH,Lashio Airport,Lashio,MM
LIW,Loikaw Airport,Loikaw,MM
MWQ,Magway Airport,Magway,MM
MDL,Mandalay International Airport,Mandalay,MM
MNU,Mawlamyine Airport,Mawlamyine,MM
MGZ,Myeik Airport,Mkeik,MM
MOG,Mong Hsat Airport,Mong Hsat,MM
MYT,Myitkyina Airport,Myitkyina,MM
NYT,Nay Pyi Taw International Airport,Naypyitaw,MM
NYU,Bagan Airport,Nyaung U,MM
BSX,Pathein Airport,Pathein,MM
PBU,Putao Airport,Putao,MM
AKY,Sittwe Airport,Sittwe,MM
THL,Tachileik Airport,Tachileik,MM
SNW,Thandwe Airport,Thandwe,MM
RGN,Yangon International Airport,Yangon,MM
LTI,Altai Airport,Altai,MN
AVK,Arvaikheer Airport,Arvaikheer,MN
BYN,Bayankhongor Airport,Bayankhongor,MN
UGA,Bulgan Airport,Bulgan,MN
DLZ,Dalanzadgad Airport,Dalanzadgad,MN
HVD,Khovd Airport,Khovd,MN
MXW,Mandalgobi Airport,Mandalgobi,MN
MXV,Mörön Airport,Mörön,MN
UBN,Ulaanbaatar Chinggis Khaan International Airport,Ulaanbaatar (Sergelen),MN
ULO,Ulaangom Airport,Ulaangom,MN
ULZ,Donoi Airport,Uliastai,MN
COQ,Choibalsan Airport,nan,MN
ULG,Ölgii Mongolei International Airport,Ölgii,MN
MFM,Macau International Airport,Nossa Senhora do Carmo,MO
SPN,Saipan International Airport,"I Fadang, Saipan",MP
ROP,Rota International Airport,Rota Island,MP
TIQ,Tinian International Airport,Tinian Island,MP
FDF,Martinique Aimé Césaire International Airport,Fort-de-France,MQ
ATR,Atar International Airport,Atar,MR
NDB,Nouadhibou International Airport,Nouadhibou,MR
NKC,Nouakchott–Oumtounsy International Airport,Nouakchott,MR
OUZ,Tazadit Airport,Zouérate,MR
MNI,John A. Osborne Airport,Gerald's Park,MS
GZM,Xewkija Heliport,Gozo,MT
MLA,Malta International Airport,Valletta,MT
MRU,Sir Seewoosagur Ramgoolam International Airport,Plaine Magnien,MU
RRG,Sir Charles Gaetan Duval Airport,Port Mathurin,MU
DRV,Dharavandhoo Airport,Baa Atoll,MV
FMT,Faresmaathoda Airport,Faresmaathodaa,MV
FND,Funadhoo Airport,Funadhoo,MV
GAN,Gan International Airport,Gan,MV
HAQ,Hanimaadhoo International Airport,Haa Dhaalu Atoll,MV
KDM,Kaadedhdhoo Airport,Huvadhu Atoll,MV
GKK,Kooddoo Airport,Huvadhu Atoll,MV
KDO,Kadhdhoo Airport,Kadhdhoo,MV
HDK,Kulhudhuffushi Airport,Kulhudhuffushi,MV
VAM,Villa International Airport Maamigili,Maamigili,MV
RUL,Maavaarulaa Airport,Maavaarulu,MV
MLE,Malé International Airport,Malé,MV
NMF,Maafaru International Airport,Noonu Atoll,MV
TMF,Thimarafushi Airport,Thimarafushi,MV
HRF,Hoarafushi Airport,nan,MV
BLZ,Chileka International Airport,Blantyre,MW
LLW,Kamuzu International Airport,Lumbadzi,MW
ACA,General Juan N. Álvarez International Airport,Acapulco,MX
AGU,Jesús Terán Peredo International Airport,Aguascalientes,MX
CPE,Ingeniero Alberto Acuña Ongay International Airport,Campeche,MX
CUN,Cancún International Airport,Cancún,MX
CTM,Chetumal International Airport,Chetumal,MX
CUU,General Roberto Fierro Villalobos International Airport,Chihuahua,MX
CJS,Abraham González International Airport,Ciudad Juárez,MX
CEN,Ciudad Obregón International Airport,Ciudad Obregón,MX
CVM,General Pedro Jose Mendez International Airport,Ciudad Victoria,MX
MEX,Benito Juárez International Airport,Ciudad de México,MX
CME,Ciudad del Carmen International Airport,Ciudad del Carmen,MX
CLQ,Licenciado Miguel de la Madrid International Airport,Colima,MX
CUA,Ciudad Constitución National Airport,Comondú,MX
MTT,Minatitlán/Coatzacoalcos International Airport,Cosoleacaque,MX
CZM,Cozumel International Airport,Cozumel,MX
CUL,Bachigualato Federal International Airport,Culiacán,MX
DGO,General Guadalupe Victoria International Airport,Durango,MX
GDL,Guadalajara International Airport,Guadalajara,MX
GYM,General José María Yáñez International Airport,Guaymas,MX
HMO,General Ignacio L. Pesqueira International Airport,Hermosillo,MX
HUX,Bahías de Huatulco International Airport,Huatulco,MX
ZIH,Ixtapa-Zihuatanejo International Airport,Ixtapa,MX
IZT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,Ixtepec,MX
LAP,Manuel Márquez de León International Airport,La Paz,MX
LTO,Loreto International Airport,Loreto,MX
LMM,Valle del Fuerte International Airport,Los Mochis,MX
ZLO,Playa de Oro International Airport,Manzanillo,MX
MAM,General Servando Canales International Airport,Matamoros,MX
MZT,General Rafael Buelna International Airport,Mazatlàn,MX
MXL,General Rodolfo Sánchez Taboada International Airport,Mexicali,MX
NLU,General Felipe Ángeles International Airport,Mexico City,MX
MTY,Monterrey International Airport,Monterrey,MX
MLM,General Francisco J. Mujica International Airport,Morelia,MX
SRL,Palo Verde Airport,Mulegé,MX
MID,Manuel Crescencio Rejón International Airport,Mérida,MX
NLD,Quetzalcóatl International Airport,Nuevo Laredo,MX
OAX,Xoxocotlán International Airport,Oaxaca,MX
PDS,Piedras Negras International Airport,Piedras Negras,MX
PAZ,El Tajín National Airport,Poza Rica,MX
PBC,Hermanos Serdán International Airport,Puebla,MX
PXM,Puerto Escondido International Airport,Puerto Escondido,MX
PPE,Mar de Cortés International Airport,Puerto Peñasco,MX
PVR,Puerto Vallarta International Airport,Puerto Vallarta,MX
QRO,Querétaro Intercontinental Airport,Querétaro,MX
REX,General Lucio Blanco International Airport,Reynosa,MX
SLW,Plan De Guadalupe International Airport,Saltillo,MX
SJD,Los Cabos International Airport,San José del Cabo,MX
SLP,Ponciano Arriaga International Airport,San Luis Potosí,MX
GUB,Guerrero Negro Airport,San Quintín,MX
BJX,Guanajuato International Airport,Silao,MX
TAM,General Francisco Javier Mina International Airport,Tampico,MX
TAP,Tapachula International Airport,Tapachula,MX
TPQ,Amado Nervo National Airport,Tepic,MX
TIJ,General Abelardo L. Rodriguez International Airport,Tijuana,MX
TLC,Adolfo López Mateos International Airport,Toluca,MX
TRC,Francisco Sarabia Tinoco International Airport,Torreón,MX
TQO,Felipe Carrillo Puerto International Airport Tulum,Tulum,MX
TGZ,Angel Albino Corzo International Airport,Tuxtla Gutiérrez,MX
UPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,Uruapan,MX
VER,General Heriberto Jara International Airport,Veracruz,MX
VSA,Carlos Rovirosa Pérez International Airport,Villahermosa,MX
ZCL,General Leobardo C. Ruiz International Airport,Zacatecas,MX
AOR,Sultan Abdul Halim Airport,Alor Satar,MY
BKM,Bakalalan Airport,Bakalalan,MY
BBN,Bario Airport,Bario,MY
BTU,Bintulu Airport,Bintulu,MY
IPH,Sultan Azlan Shah Airport,Ipoh,MY
JHB,Senai International Airport,Johor Bahru,MY
KBR,Sultan Ismail Petra Airport,Kota Baharu,MY
BKI,Kota Kinabalu International Airport,Kota Kinabalu,MY
TGG,Sultan Mahmud Airport,Kuala Terengganu,MY
KUA,Kuantan Airport,Kuantan,MY
KCH,Kuching International Airport,Kuching,MY
KUD,Kudat Airport,Kudat,MY
LBU,Labuan Airport,Labuan,MY
LDU,Lahad Datu Airport,Lahad Datu,MY
LGK,Langkawi International Airport,Langkawi,MY
LWY,Lawas Airport,Lawas,MY
LMN,Limbang Airport,Limbang,MY
LBP,Long Banga Airport,Long Banga,MY
LGL,Long Lellang Airport,Long Datih,MY
ODN,Long Seridan Airport,Long Seridan,MY
MKZ,Malacca International Airport,Malacca,MY
MUR,Marudi Airport,Marudi,MY
MYY,Miri Airport,Miri,MY
MKM,Mukah Airport,Mukah,MY
MZV,Mulu Airport,Mulu,MY
PKG,Pulau Pangkor Airport,Pangkor Island,MY
PEN,Penang International Airport,Penang,MY
SDK,Sandakan Airport,Sandakan,MY
KUL,Kuala Lumpur International Airport,Sepang,MY
SBW,Sibu Airport,Sibu,MY
SZB,Sultan Abdul Aziz Shah International Airport,Subang,MY
TWU,Tawau Airport,Tawau,MY
TOD,Tioman Airport,Tioman Island,MY
TMG,Tomanggong Airport,Tomanggong,MY
BEW,Beira International Airport,Beira,MZ
VPY,Chimoio Airport,Chimoio,MZ
INH,Inhambane Airport,Inhambane,MZ
VXC,Lichinga Airport,Lichinga,MZ
MPM,Maputo Airport,Maputo,MZ
APL,Nampula Airport,Nampula,MZ
POL,Pemba Airport,Pemba,MZ
UEL,Quelimane Airport,Quelimane,MZ
TET,Chingozi Airport,Tete,MZ
VNX,Vilankulo Airport,Vilanculo,MZ
VJB,Xai-Xai Chongoene Airport,Xai-Xai,MZ
HAL,Halali Airport,Halali,NAN
LUD,Luderitz Airport,Luderitz,NAN
MPA,Katima Mulilo Airport,Mpacha,NAN
OND,Ondangwa Airport,Ondangwa,NAN
OMD,Oranjemund Airport,Oranjemund,NAN
NDU,Rundu Airport,Rundu,NAN
WVB,Walvis Bay International Airport,Walvis Bay(Rooikop),NAN
ERS,Eros Airport,Windhoek,NAN
WDH,Hosea Kutako International Airport,Windhoek,NAN
KNQ,Koné Airport,Koné,NC
KOC,Koumac Airport,Koumac,NC
LIF,Lifou Airport,Lifou,NC
MEE,Maré Airport,Maré,NC
GEA,Nouméa Magenta Airport,Nouméa,NC
NOU,La Tontouta International Airport,Nouméa (La Tontouta),NC
UVE,Ouvéa Airport,Ouvéa,NC
TGJ,Tiga Airport,Tiga,NC
TOU,Touho Airport,Touho,NC
BMY,Île Art - Waala Airport,Waala,NC
ILP,Île des Pins Airport,Île des Pins,NC
NIM,Diori Hamani International Airport,Niamey,NE
ZND,Zinder Airport,Zinder,NE
NLK,Norfolk Island International Airport,Burnt Pine,NF
ABV,Nnamdi Azikiwe International Airport,Abuja,NG
AKR,Akure Airport,Akure,NG
BCU,Sir Abubakar Tafawa Balewa Bauchi State International Airport,Bauchi,NG
BNI,Benin Airport,Benin,NG
CBQ,Margaret Ekpo International Airport,Calabar,NG
ENU,Akanu Ibiam International Airport,Enegu,NG
GMO,Gombe Lawanti International Airport,Gombe,NG
IBA,Ibadan Airport,Ibadan,NG
ILR,General Tunde Idiagbon International Airport,Ilorin/Ogbomosho,NG
JOS,Yakubu Gowon Airport,Jos,NG
KAD,Kaduna International Airport,Kaduna,NG
KAN,Mallam Aminu Kano International Airport,Kano,NG
DKA,Umaru Musa Yar'adua Airport,Katsina,NG
LOS,Murtala Muhammed International Airport,Lagos,NG
MIU,Maiduguri International Airport,Maiduguri,NG
MDI,Makurdi Airport,Makurdi,NG
QRW,Warri Airport,Okpe,NG
QOW,Sam Mbakwe International Airport,Owerri,NG
PHG,Port Harcourt City Airport / Port Harcourt Air Force Base,Port Harcourt,NG
PHC,Port Harcourt International Airport,Port Harcourt,NG
SKO,Sadiq Abubakar III International Airport,Sokoto,NG
QUO,Akwa Ibom International Airport,Uyo,NG
YOL,Yola Airport,Yola,NG
BEF,Bluefields Airport,Bluefields,NI
MGA,Augusto C. Sandino (Managua) International Airport,Managua,NI
PUZ,Puerto Cabezas Airport,Puerto Cabezas,NI
AMS,Amsterdam Airport Schiphol,Amsterdam,NL
EIN,Eindhoven Airport,Eindhoven,NL
GRQ,Groningen Airport Eelde,Groningen,NL
MST,Maastricht Aachen Airport,Maastricht,NL
RTM,Rotterdam The Hague Airport,Rotterdam,NL
SSJ,"Sandnessjøen Airport, Stokka",Alstahaug,NO
ALF,Alta Airport,Alta,NO
ANX,"Andøya Airport, Andenes",Andenes,NO
BGO,"Bergen Airport, Flesland",Bergen,NO
BVG,Berlevåg Airport,Berlevåg,NO
BOO,Bodø Airport,Bodø,NO
BNN,"Brønnøysund Airport, Brønnøy",Brønnøy,NO
BJF,Båtsfjord Airport,Båtsfjord,NO
EVE,Harstad/Narvik Airport,Evenes,NO
FRO,Florø Airport,Florø,NO
FDE,"Førde Airport, Bringeland",Førde,NO
SKN,"Stokmarknes Airport, Skagen",Hadsel,NO
HFT,Hammerfest Airport,Hammerfest,NO
HAA,Hasvik Airport,Hasvik,NO
HVG,"Honningsvåg Airport, Valan",Honningsvåg,NO
HAU,"Haugesund Airport, Karmøy",Karmøy,NO
KKN,"Kirkenes Airport, Høybuktmoen",Kirkenes,NO
KRS,Kristiansand Airport,Kristiansand(Kjevik),NO
KSU,"Kristiansund Airport, Kvernberget",Kvernberget,NO
LKL,"Lakselv Airport, Banak",Lakselv,NO
SRP,"Stord Airport, Sørstokken",Leirvik,NO
LKN,Leknes Airport,Leknes,NO
LYR,Svalbard Airport,Longyearbyen,NO
MEH,Mehamn Airport,Mehamn,NO
MQN,"Mo i Rana Airport, Røssvoll",Mo i Rana,NO
MJF,"Mosjøen Airport, Kjærstad",Mosjøen,NO
BDU,Bardufoss Airport,Målselv,NO
OSY,Namsos Airport,Namsos,NO
OSL,Oslo-Gardermoen International Airport,Oslo (Gardermoen),NO
RRS,Røros Airport,Røros,NO
RVK,"Rørvik Airport, Ryum",Rørvik,NO
RET,Røst Airport,Røst,NO
SDN,"Sandane Airport, Anda",Sandane,NO
TRF,"Sandefjord Airport, Torp",Sandefjord(Torp),NO
SOG,"Sogndal Airport, Haukåsen",Sogndal,NO
SVG,"Stavanger Airport, Sola",Stavanger,NO
SVJ,"Svolvær Airport, Helle",Svolvær,NO
SOJ,Sørkjosen Airport,Sørkjosen,NO
TOS,Tromsø Airport,Tromsø,NO
TRD,"Trondheim Airport, Værnes",Trondheim,NO
VDS,Vadsø Airport,Vadsø,NO
VAW,"Vardø Airport, Svartnes",Vardø,NO
VRY,Værøy Heliport,Værøy,NO
AES,Ålesund Airport,Ålesund,NO
MOL,"Molde Airport, Årø",Årø,NO
OLA,Ørland Airport,Ørland,NO
HOV,"Ørsta-Volda Airport, Hovden",Ørsta,NO
BDP,Bhadrapur Airport,Bhadrapur,NP
BHR,Bharatpur Airport,Bharatpur,NP
BIR,Biratnagar Airport,Biratnagar,NP
DOP,Dolpa Airport,Dolpa,NP
JKR,Janakpur Airport,Janakpur,NP
JMO,Jomsom Airport,Jomsom,NP
JUM,Jumla Airport,Jumla,NP
KTM,Tribhuvan International Airport,Kathmandu,NP
LUA,Lukla Airport,Lukla,NP
KEP,Nepalgunj Airport,Nepalgunj,NP
PKR,Pokhara Domestic Airport,Pokhara,NP
PHH,Pokhara International Airport,Pokhara,NP
BWA,Gautam Buddha International Airport,Siddharthanagar (Bhairahawa),NP
SIH,Silgadi Doti Airport,Silgadi Doti,NP
SIF,Simara Airport,Simara,NP
IMK,Simikot Airport,Simikot,NP
SKH,Surkhet Airport,Surkhet,NP
TPJ,Taplejung Airport,Taplejung,NP
TMI,Tumling Tar Airport,Tumling Tar,NP
INU,Nauru International Airport,Yaren District,NR
IUE,Niue International Airport,Alofi,NU
AKL,Auckland International Airport,Auckland,NZ
KAT,Kaitaia Airport,Awanui,NZ
BHE,Woodbourne Airport,Blenheim,NZ
CHC,Christchurch International Airport,Christchurch,NZ
DUD,Dunedin International Airport,Dunedin,NZ
GIS,Gisborne Airport,Gisborne,NZ
HLZ,Hamilton International Airport,Hamilton,NZ
IVC,Invercargill Airport,Invercargill,NZ
KKE,Kerikeri Airport,Kerikeri,NZ
PCN,Picton Aerodrome,Koromiko,NZ
NPE,Hawke's Bay Airport,Napier,NZ
NSN,Nelson Airport,Nelson,NZ
NPL,New Plymouth Airport,New Plymouth,NZ
PMR,Palmerston North Airport,Palmerston North,NZ
ZQN,Queenstown Airport,Queenstown,NZ
ROT,Rotorua Regional Airport,Rotorua,NZ
TUO,Taupo Airport,Taupo,NZ
TRG,Tauranga Airport,Tauranga,NZ
CHT,Inia William Tuuta Memorial Airport,Te One,NZ
